,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
691,2527,80744,63,24,84,0,1,11
692,7455,74089,94,13,89,2,7,648
693,6895,28992,74,3,90,4,2,355
694,5500,35396,70,32,12,0,3,336
695,10110,96506,124,3,22,1,3,504
696,8457,26023,72,26,33,1,2,79
697,6744,31983,90,3,74,0,4,547
698,2827,20368,72,30,36,0,1,345
699,9150,32370,115,2,77,0,4,552
700,3038,31532,79,1,26,0,1,241
701,11005,18657,69,31,69,2,2,496
702,3681,77951,93,28,46,3,1,19
703,11533,41098,96,3,15,0,2,250
704,2706,22664,73,0,8,0,1,350
705,5519,70914,68,15,82,0,3,77
706,4455,50803,121,16,64,0,1,699
707,4447,13128,118,11,21,0,1,771
708,2551,79751,63,15,67,0,1,392
709,5169,56334,65,35,72,0,3,421
710,21343,11335,74,11,85,1,2,355
711,2791,72389,70,3,76,0,1,206
712,8609,79090,107,2,74,0,3,289
713,7238,91854,66,31,54,1,2,393
714,8132,36737,102,2,20,0,8,512
715,2592,72421,65,8,23,0,1,312
716,5229,26540,69,13,65,1,5,331
717,2635,93884,65,7,10,0,1,312
718,2354,95202,64,19,72,0,1,333
719,14651,74915,122,13,17,0,2,393
720,2837,29242,73,23,23,0,1,350
721,4363,54514,109,5,36,3,1,286
722,4563,62010,112,2,51,0,1,537
723,19668,22275,67,20,55,1,2,482
724,6277,21024,82,32,8,1,9,450
725,3731,47391,96,31,34,0,1,460
726,16224,32184,136,34,91,0,2,266
727,4984,86305,62,1,99,0,5,80
728,21034,26876,66,12,53,0,2,219
729,2691,21959,71,0,69,0,1,340
730,14057,36261,118,14,78,0,2,1197
731,6624,75130,62,27,53,0,2,297
732,5849,67511,73,3,5,0,8,350
733,2430,28476,62,3,76,0,1,297
734,10721,25983,90,32,43,0,2,432
735,4779,54194,119,9,90,1,1,112
736,4736,30115,65,33,1,0,3,585
737,32450,60455,104,20,25,0,2,499
738,5884,10169,161,29,1,0,1,1159
739,4858,96637,67,0,79,0,3,482
740,5824,38492,72,27,34,0,3,207
741,5220,68867,129,19,91,0,1,619
742,4341,23352,112,0,86,0,1,537
743,17857,55437,64,5,78,1,2,445
744,5129,72433,126,34,48,0,1,343
745,4711,13933,62,25,32,0,6,49
746,18380,50407,92,30,67,0,2,352
747,17041,22249,64,4,88,0,2,455
748,3312,74866,107,2,4,2,1,770
749,3576,24959,89,19,13,0,1,640
750,2462,32806,69,9,68,0,1,427
751,6098,74257,76,16,91,0,3,214
752,6899,37308,86,19,69,0,9,301
753,3883,94212,109,31,70,1,1,765
754,5259,28447,67,20,99,0,3,321
755,4250,61638,61,17,1,1,7,292
756,19014,29822,61,17,44,0,2,292
757,8658,62464,109,23,45,0,4,400
758,5845,43145,73,1,0,0,6,516
759,2756,43540,70,29,60,0,1,117
760,2937,83195,73,18,36,1,1,332
761,5603,95284,69,6,35,0,4,327
762,5384,13103,72,21,32,0,7,458
763,8169,32799,104,7,27,0,3,499
764,12655,26149,157,2,17,0,7,753
765,10025,47654,141,25,27,0,3,1015
766,14435,60880,119,25,89,0,2,109
767,2914,37803,74,26,51,0,1,355
768,7663,38061,109,5,95,0,3,523
769,5107,35625,65,10,56,1,3,288
770,11855,94079,170,10,74,0,5,1227
771,2491,25965,65,23,27,0,1,329
772,5568,98601,79,21,53,1,7,407
773,4772,20993,133,35,90,0,1,638
774,4624,38138,68,0,16,2,3,469
775,3664,98580,103,8,75,0,1,642
776,8004,54008,67,9,90,0,2,370
777,3914,20194,112,6,0,0,1,587
778,36293,18047,242,5,50,0,2,1350
779,36860,66216,103,34,58,0,2,96
780,2337,28806,61,13,90,0,1,292
781,9890,52408,125,13,12,0,9,179
782,7320,98712,112,30,29,1,3,806
783,4863,52728,127,34,34,1,1,609
784,5181,97131,64,0,80,0,6,307
785,12913,62448,107,0,11,0,2,513
786,2466,72695,70,6,18,0,1,504
787,8415,55308,107,17,74,0,6,513
788,2150,93722,61,28,31,0,1,292
789,24127,14072,71,13,3,0,2,511
790,5727,99934,71,9,12,0,3,460
791,4626,79487,114,20,87,0,1,547
792,5217,39854,66,6,4,0,7,261
793,7498,35159,66,5,17,0,2,316
794,8717,83846,74,22,94,3,2,355
795,5272,60260,66,14,84,0,3,328
796,2409,20262,66,3,97,0,1,316
797,20708,92079,65,12,68,1,2,114
798,8564,95697,107,29,29,0,9,178
799,4178,62113,104,1,0,0,1,5
800,3944,33282,100,24,66,1,1,207
801,2593,46647,72,1,99,0,1,345
802,2578,59974,65,23,5,0,1,127
803,8360,48521,105,9,89,0,7,263
804,14585,77044,194,26,10,0,5,931
805,14396,96821,205,14,63,0,4,1476
806,9100,38898,117,26,68,0,3,561
807,16938,86208,69,24,99,0,2,340
808,5421,40376,69,16,46,0,8,427
809,2342,19581,67,2,94,0,1,321
810,5723,77646,71,3,29,0,6,340
811,13681,55588,114,15,40,0,2,547
812,8639,92374,107,16,9,1,3,220
813,5867,27880,74,4,9,0,5,199
814,10179,14290,271,20,40,0,1,1300
815,20230,48448,74,24,11,1,2,355
816,4267,43682,107,12,73,0,1,148
817,3933,25927,103,6,20,0,1,674
818,5521,13186,77,20,89,0,9,369
819,6612,88425,97,31,34,2,9,669
820,2913,20075,79,7,2,1,1,483
821,7189,75838,90,6,64,0,6,428
822,2537,37612,64,0,32,0,1,307
823,4170,29462,107,28,23,1,1,513
824,14722,43982,126,20,68,1,2,604
825,24108,17257,70,1,88,0,2,551
826,2402,21629,62,19,54,0,1,298
827,7756,21326,99,22,9,0,3,632
828,4250,78583,61,17,1,1,7,292
829,7540,29697,64,6,43,0,2,147
830,8104,76910,117,24,8,1,6,842
831,7605,55281,192,22,68,1,1,921
832,5313,19318,77,8,10,1,9,863
833,15042,22799,190,10,75,0,6,912
834,2469,55257,64,0,77,3,1,209
835,4639,32078,142,5,87,0,1,1022
836,2908,74212,73,16,26,0,1,188
837,7685,31686,101,14,45,2,8,710
838,3834,84496,112,13,13,0,1,806
839,7074,94508,88,27,54,0,3,491
840,2939,97735,73,24,26,0,1,188
841,5065,26733,66,11,55,0,5,218
842,2442,57963,61,11,63,0,1,42
843,6503,22081,84,1,9,0,6,451
844,9111,54751,114,6,50,0,3,721
845,5096,22886,65,9,81,0,3,312
846,14010,36523,71,28,67,0,2,101
847,2155,76652,70,22,67,3,1,336
848,6252,92895,77,5,2,0,7,43
849,9031,67962,122,15,47,0,9,650
850,13197,35942,68,19,2,3,2,326
851,5059,67371,63,25,14,0,3,86
852,10506,97340,92,15,36,0,2,546
853,3304,23931,95,4,24,0,1,456
854,5619,50335,140,9,54,0,1,456
855,2471,53074,61,5,86,0,1,268
856,5090,25226,71,13,97,1,4,340
857,5821,61108,72,27,84,0,6,23
858,5015,73809,125,5,57,0,1,537
859,4974,61401,70,18,74,0,3,336
860,12941,77060,106,23,90,0,2,468
861,5908,86277,74,19,33,0,3,212
862,7943,60214,100,8,16,1,4,291
863,2602,38166,67,25,5,1,1,236
864,4526,19481,64,32,89,1,3,307
865,5671,34974,71,7,36,0,3,315
866,10436,24177,92,4,37,1,2,441
867,7172,73836,182,8,35,3,1,553
868,7081,93854,87,18,41,0,9,417
869,4502,46402,113,7,2,0,1,476
870,26016,43922,83,2,43,0,2,40
871,5214,65375,65,9,84,0,3,6
872,7680,68229,96,11,41,0,5,460
873,10827,62053,134,3,89,0,5,614
874,2854,34807,73,23,90,3,1,472
875,3821,79189,95,18,50,0,1,50
876,4826,18779,63,10,65,0,4,215
877,3839,70146,96,28,65,0,1,157
878,2894,28204,73,6,12,0,1,486
879,23740,28025,87,28,94,0,2,611
880,2829,25860,72,12,46,0,1,345
881,13473,25302,70,13,16,1,2,336
882,8170,95241,68,3,12,1,2,87
883,3187,54004,85,27,29,0,1,595
884,9212,70958,115,1,57,0,7,115
885,5028,78648,67,21,60,0,5,216
886,7684,62192,98,30,28,0,5,243
887,4159,18624,62,1,64,0,3,446
888,4899,76594,122,26,9,1,1,832
889,23207,45039,96,27,94,0,2,192
890,6520,93721,80,22,62,0,6,489
891,5497,28128,70,6,52,0,4,336
892,6466,88958,90,3,76,0,7,144
893,5956,48993,74,6,29,0,4,810
894,5313,87369,77,8,10,1,9,863
895,9928,75716,247,2,32,0,1,562
896,7714,82257,74,33,24,0,2,532
897,7295,26849,62,5,0,0,2,38
898,6063,20676,79,28,27,0,7,379
899,13295,68009,110,1,2,0,2,528
900,2580,46900,66,13,59,0,1,316
901,2497,68041,64,10,47,0,1,165
902,8085,61409,68,30,80,0,2,264
903,8390,19481,78,22,3,0,2,732
904,4773,33701,63,16,67,0,5,171
905,6791,70930,101,19,11,1,8,727
906,7116,72398,66,5,46,0,2,316
907,3031,27435,76,9,6,0,1,455
908,10110,76276,86,24,19,0,2,93
909,7356,36812,92,23,98,1,4,392
910,6770,74422,85,4,3,1,3,95
911,5452,88567,67,9,89,0,9,321
912,6631,32918,84,33,69,0,3,403
913,7260,41124,72,10,25,1,2,744
914,8646,64125,108,3,44,0,3,369
915,4926,49185,61,11,92,0,8,126
916,4636,26802,66,7,43,1,5,316
917,6297,76918,189,15,51,1,1,1823
918,2236,36758,64,12,56,3,1,307
919,11981,21514,62,0,59,0,2,257
920,4944,53607,61,4,18,0,9,93
921,13450,71794,126,28,80,0,2,907
922,6496,89285,81,25,3,0,3,109
923,6006,50105,80,5,10,0,8,488
924,4334,82148,116,1,87,0,1,1065
925,8646,64125,108,3,44,0,3,369
926,13023,64985,108,23,94,0,2,16
927,7804,56441,117,18,84,4,8,91
928,10552,47761,131,2,54,0,6,232
929,5169,12430,73,22,13,0,4,350
930,15016,70619,187,2,84,0,3,293
931,3394,83431,84,13,33,0,1,403
932,6366,44368,80,5,72,0,3,384
933,19731,33588,62,2,64,0,2,419
934,7079,24245,63,0,22,0,2,302
935,12168,88067,109,28,96,0,2,30
936,4726,13037,124,28,49,0,1,839
937,9448,85221,117,11,42,0,4,516
938,3883,80287,109,10,70,0,1,765
939,4526,92921,112,35,49,0,1,109
940,12741,73054,106,34,36,1,2,419
941,14208,10108,131,12,26,0,2,943
942,5850,24317,73,2,35,1,3,350
943,10787,44695,91,26,88,0,2,147
944,10396,34948,130,20,15,0,7,443
945,3580,71176,91,3,62,2,1,278
946,3585,49080,91,14,68,0,1,25
947,8828,61246,110,24,21,0,3,159
948,7255,39786,91,2,91,1,9,365
949,2491,25965,65,23,27,0,1,329
950,13583,58544,114,19,48,0,2,769
951,5874,35301,74,23,68,0,7,128
952,2550,69230,63,31,13,0,1,283
953,8704,38072,113,10,36,1,3,151
954,7286,65870,61,21,40,1,2,202
955,5293,61165,74,14,43,0,4,712
956,12851,88185,186,11,31,0,8,1339
957,3241,66889,80,6,16,0,1,294
958,3358,77309,83,22,6,0,1,596
959,11177,20742,100,17,52,0,2,455
960,6793,22250,86,10,36,0,3,720
961,8406,67128,105,33,90,0,4,339
962,4873,71998,68,3,5,0,5,356
963,8509,26057,74,3,63,0,2,523
964,2560,30027,65,13,10,0,1,312
965,8161,12266,114,25,36,1,3,732
966,12148,37025,101,15,36,0,2,427
967,22110,65724,70,2,66,1,2,14
968,4001,19782,108,13,66,0,1,773
969,4883,19096,64,17,5,0,3,374
970,6358,17937,94,19,98,2,4,17
971,2632,99841,65,14,30,0,1,312
972,2395,21986,63,1,9,0,1,333
973,2869,70974,71,15,0,0,1,340
974,25390,19359,129,0,62,0,2,928
975,7343,40144,72,26,12,3,2,345
976,4344,48054,109,24,64,0,1,523
977,5344,22908,68,30,19,0,7,387
978,4744,20698,68,0,72,0,5,248
979,2840,79181,72,1,24,0,1,241
980,6104,18690,80,10,63,0,5,18
981,2805,26004,70,12,3,0,1,336
982,4838,73769,61,24,95,2,3,239
983,2821,38977,70,27,22,0,1,139
984,2152,29456,65,8,50,0,1,460
985,4082,23206,107,31,60,0,1,513
986,2965,26472,74,22,31,0,1,355
987,6081,34594,82,26,33,0,3,393
988,26843,36068,97,0,10,0,2,113
989,5678,49870,76,8,44,0,3,364
990,3355,46644,84,34,19,0,1,150
991,4376,63774,111,18,63,0,1,60
992,10972,24164,137,2,40,0,5,657
993,6677,87599,97,10,77,1,9,251
994,2624,18129,71,23,59,0,1,340
995,9052,10211,119,7,16,0,7,571
996,6112,63243,77,21,73,0,3,364
997,10777,53437,91,2,87,0,2,436
998,8489,46121,130,3,46,0,3,624
999,5055,88989,63,19,28,1,3,232
1000,25997,62262,72,17,2,0,2,193
1001,10839,26367,139,7,26,0,3,105
1002,6044,93715,74,12,88,0,7,532
1003,5447,68815,68,29,37,0,3,114
1004,2241,25294,63,5,7,0,1,453
1005,8061,57293,102,25,87,0,7,347
1006,12866,36201,189,24,93,0,6,1415
1007,5479,56005,68,31,30,1,3,326
1008,9366,60613,240,3,52,0,1,1152
1009,3436,30817,88,25,43,0,1,91
1010,8336,97599,67,10,50,2,2,445
1011,13080,59241,124,12,58,0,2,595
1012,12734,25023,82,31,38,0,2,397
1013,9555,96269,118,2,52,0,8,58
1014,6488,95025,81,15,12,0,8,271
1015,8436,49182,70,6,86,0,2,165
1016,2722,17576,71,29,70,0,1,398
1017,2787,62506,69,2,90,0,1,331
1018,31864,23576,89,8,72,0,2,383
1019,33473,33190,106,18,95,0,2,508
1020,4250,79311,61,17,1,1,7,292
1021,16515,51725,138,9,16,1,2,159
1022,13770,59207,116,23,21,0,2,556
1023,2356,87666,69,22,11,0,1,496
1024,7933,76505,65,32,89,0,2,144
1025,5569,53565,71,15,34,0,6,340
1026,1940,21344,66,5,40,3,1,475
1027,6715,21835,90,16,78,2,7,432
1028,5548,67798,69,1,78,0,9,331
1029,5332,74837,66,9,18,0,7,376
1030,8341,30344,107,29,79,0,9,342
1031,5936,42889,74,31,18,0,7,177
1032,5213,65167,131,22,85,0,1,628
1033,7706,48019,64,15,94,0,2,137
1034,7452,32159,68,14,46,0,2,489
1035,5924,78387,74,5,1,0,6,204
1036,3032,73782,76,11,97,0,1,111
1037,3694,62832,102,13,84,0,1,610
1038,3122,72916,80,25,72,0,1,384
1039,4362,58842,110,6,74,0,1,528
1040,5553,39238,92,14,64,0,9,662
1041,2566,21375,65,14,66,0,1,312
1042,2435,32931,62,16,45,0,1,297
1043,2849,63326,72,2,34,0,1,361
1044,26346,48268,223,28,26,0,2,1605
1045,4881,37998,61,26,27,0,7,292
1046,2497,24825,64,34,44,0,1,155
1047,2476,54831,61,20,45,1,1,136
1048,6661,54863,95,6,99,0,5,456
1049,2549,52980,64,33,93,0,1,191
1050,7405,22044,65,35,70,0,2,10
1051,4601,84394,114,9,38,0,1,691
1052,20120,32869,85,4,49,0,2,117
1053,5903,55393,74,15,6,1,3,2
1054,2584,22562,65,4,81,0,1,312
1055,23331,44719,66,6,55,0,2,316
1056,2867,91810,71,31,43,0,1,165
1057,4330,60475,107,9,18,0,1,513
1058,10517,46707,133,9,9,0,8,80
1059,5544,79619,71,3,34,3,6,280
1060,5876,32848,74,2,59,0,5,250
1061,2759,64388,69,12,51,0,1,331
1062,26197,18495,113,10,15,0,2,542
1063,42561,66661,119,23,41,0,2,571
1064,5157,43906,65,6,53,0,6,468
1065,5192,23059,66,33,55,4,3,372
1066,3208,40135,80,29,70,0,1,78
1067,6921,16483,90,14,68,0,9,320
1068,13350,28919,173,5,88,0,3,830
1069,11274,51947,114,22,39,0,2,820
1070,7285,44788,61,6,48,0,2,386
1071,13918,64113,117,24,32,0,2,561
1072,9048,56073,119,9,8,0,3,571
1073,2453,29735,69,3,92,0,1,331
1074,4387,48015,110,26,57,1,1,528
1075,7142,24417,185,22,25,0,1,888
1076,5340,39541,72,1,73,0,6,345
1077,29091,34226,244,2,22,0,2,494
1078,2893,30406,73,31,93,1,1,350
1079,9672,87158,96,5,27,0,2,1120
1080,3403,38460,88,15,1,1,1,91
1081,4019,32318,118,2,48,0,1,566
1082,12168,14973,115,2,75,0,2,828
1083,10571,94137,65,16,27,0,2,43
1084,4935,29560,62,21,89,0,7,297
1085,11323,98254,94,23,11,3,2,229
1086,4576,48569,114,0,14,0,1,434
1087,4175,23060,109,13,25,3,1,731
1088,13235,39778,112,23,49,0,2,806
1089,2585,83758,64,27,34,0,1,106
1090,3435,64348,86,25,18,0,1,212
1091,8376,26448,105,7,42,0,3,75
1092,4510,44230,114,2,45,0,1,738
1093,35022,25270,99,34,87,0,2,712
1094,7986,74217,100,18,3,0,6,418
1095,7716,37376,99,34,52,0,3,65
1096,2731,43386,68,1,79,0,1,315
1097,3694,96170,92,8,86,0,1,441
1098,5261,43573,66,30,64,0,5,409
1099,9486,42240,79,25,10,0,2,46
1100,3687,87165,99,5,68,1,1,378
1101,4373,25676,113,6,84,0,1,542
1102,23747,52259,96,29,22,4,2,460
1103,3618,50755,91,21,25,0,1,436
1104,30205,86389,89,7,4,0,2,469
1105,5583,76927,138,2,46,0,1,114
1106,4841,23449,61,33,2,0,8,292
1107,5461,39626,69,23,0,0,3,485
1108,8838,82664,114,24,10,3,9,133
1109,5586,94161,69,0,65,0,4,108
1110,7840,58414,210,7,24,2,1,1008
1111,6685,56270,83,23,2,0,4,398
1112,2682,61977,74,24,33,0,1,355
1113,2272,11140,64,35,59,0,1,286
1114,2839,30546,81,22,26,0,1,388
1115,5029,40113,67,2,43,3,5,262
1116,13432,68956,118,12,8,2,2,118
1117,7879,45703,98,17,36,0,9,470
1118,6846,89216,95,13,20,0,5,456
1119,8286,40001,70,6,7,0,2,142
1120,12298,17101,113,1,88,0,2,542
1121,9275,52494,119,5,69,0,7,571
1122,5618,24518,74,23,62,0,3,241
1123,3237,27982,87,15,74,0,1,14
1124,2552,33124,67,35,7,0,1,80
1125,2404,63455,61,26,71,0,1,287
1126,10208,35482,129,21,59,0,3,619
1127,2518,39317,64,22,46,0,1,77
1128,7573,86307,110,6,37,0,6,1193
1129,7398,27383,188,33,25,0,1,902
1130,5595,74454,71,25,29,0,3,340
1131,6678,47137,84,5,11,0,5,161
1132,7282,40858,184,10,62,0,1,883
1133,5048,29401,65,30,56,0,4,312
1134,9830,25965,253,15,59,0,1,1214
1135,10883,91123,138,32,70,3,8,103
1136,2792,22426,76,9,31,1,1,528
1137,73225,39547,202,11,21,0,2,969
1138,11160,33232,94,21,81,0,2,435
1139,15014,32961,190,13,53,0,3,912
1140,6978,53808,88,26,91,0,7,189
1141,6273,18577,86,21,76,0,6,412
1142,7481,61783,94,17,20,0,6,658
1143,5394,29853,69,8,36,0,6,76
1144,2722,17576,71,29,70,0,1,398
1145,23984,79655,296,12,17,0,9,498
1146,2451,48791,62,27,0,3,1,69
1147,4971,49161,63,16,41,2,3,171
1148,7455,74089,94,13,89,2,7,648
1149,7329,59630,185,9,67,0,1,888
1150,22103,69562,102,35,48,0,2,489
1151,8560,28120,112,7,52,0,3,537
1152,3885,11248,105,3,92,0,1,504
1153,4379,47747,111,31,76,0,1,165
1154,17029,54613,213,29,62,0,5,731
1155,20725,15529,273,1,64,0,9,1965
1156,2776,58603,79,28,94,0,1,509
1157,2682,63471,67,0,71,0,1,387
1158,2907,51020,73,16,88,0,1,350
1159,11473,66538,95,14,64,0,2,317
1160,58207,29295,219,25,50,0,2,1328
1161,26576,87002,110,27,30,0,2,199
1162,11633,39669,98,13,63,0,2,492
1163,2365,85867,66,25,51,2,1,159
1164,4170,29462,107,28,23,1,1,513
1165,5200,90167,131,31,42,0,1,523
1166,2254,62796,65,0,51,0,1,312
1167,13024,90066,125,6,61,0,2,900
1168,2959,69746,74,15,91,1,1,225
1169,5243,44851,66,16,51,0,3,439
1170,8082,53554,67,6,5,0,2,327
1171,4541,49612,65,15,85,2,4,312
1172,5123,72096,64,24,92,0,5,252
1173,9234,18669,134,29,43,0,6,643
1174,13770,59207,116,23,21,0,2,556
1175,39561,60500,110,27,92,0,2,770
1176,8613,26680,106,11,49,0,5,508
1177,5453,30855,68,7,15,0,7,259
1178,8845,95850,109,3,16,0,3,328
1179,8021,54292,67,4,26,0,2,321
1180,2454,63565,72,25,4,0,1,518
1181,9247,97030,76,14,24,0,2,416
1182,13110,73597,114,4,8,0,2,485
1183,10979,94827,135,5,64,0,4,354
1184,10388,61222,89,20,55,0,2,392
1185,14962,70164,82,9,58,0,2,393
1186,9752,37345,82,27,12,0,2,31
1187,5505,15648,73,29,68,1,5,413
1188,14741,83263,139,2,33,1,2,667
1189,2258,32986,65,8,47,0,1,625
1190,2795,90216,74,6,61,0,1,420
1191,8692,31986,111,13,83,0,6,532
1192,4171,36723,106,13,18,1,1,580
1193,8256,62902,69,14,94,0,2,159
1194,10083,11828,90,18,84,0,2,571
1195,13759,16794,96,7,31,0,2,460
1196,7292,50496,68,6,50,0,2,415
1197,6310,79880,79,22,68,1,7,568
1198,2478,24186,64,8,11,0,1,307
1199,4423,37084,125,8,55,0,1,900
1200,5557,83576,69,35,72,0,5,331
1201,8658,62464,109,29,45,0,4,400
1202,2615,30235,71,15,45,1,1,340
1203,5439,69186,69,24,16,0,3,192
1204,10737,50607,137,15,0,0,9,657
1205,14318,22697,186,35,39,1,8,892
1206,4743,83413,118,0,1,0,1,134
1207,4929,63726,70,25,21,0,6,837
1208,7196,21933,107,22,96,0,4,770
1209,5448,85296,68,15,47,0,6,342
1210,2907,52216,72,8,55,1,1,362
1211,30118,68906,187,23,61,0,2,1053
1212,2224,15483,68,3,4,0,1,326
1213,3055,42406,77,15,49,0,1,108
1214,5365,77095,68,22,59,1,4,461
1215,8287,81367,103,2,32,0,4,415
1216,5953,20283,77,7,17,0,3,369
1217,6964,61643,95,19,41,1,9,629
1218,11302,22361,95,15,42,0,2,530
1219,7647,91512,189,6,86,0,1,907
1220,9209,31365,115,1,12,0,7,828
1221,2611,83902,77,3,90,0,1,369
1222,5158,84754,74,24,98,0,5,588
1223,9551,57016,119,31,86,0,3,341
1224,2980,13535,80,7,53,1,1,384
1225,19872,49560,185,26,35,0,2,1950
1226,2452,30216,63,18,74,0,1,302
1227,37939,20587,106,14,21,0,2,363
1228,5568,30539,79,21,53,1,7,407
1229,4369,88495,108,21,83,0,1,535
1230,8996,49706,113,13,95,0,3,617
1231,8595,76763,108,12,87,0,8,186
1232,5476,52218,68,11,85,0,8,33
1233,4001,19782,108,13,66,0,1,773
1234,2454,23158,63,4,6,1,1,322
1235,3451,45609,87,4,30,0,1,246
1236,9837,55099,122,1,86,0,3,260
1237,8591,58434,128,4,24,0,6,1448
1238,5427,74561,68,0,23,1,5,234
1239,2442,20472,69,7,10,0,1,331
1240,4945,78796,61,15,3,0,3,292
1241,8355,64502,70,22,49,0,2,39
1242,2841,30473,72,20,35,0,1,450
1243,2674,68787,66,7,64,0,1,105
1244,22332,49078,97,10,3,0,2,484
1245,26453,42961,83,24,16,0,2,398
1246,15000,62473,76,6,70,1,2,507
1247,2810,26790,71,4,41,0,1,340
1248,4815,25398,64,30,80,0,6,307
1249,6347,42259,81,1,15,0,3,529
1250,4140,53003,123,5,35,2,1,590
1251,3746,41479,94,14,38,1,1,19
1252,4853,11570,65,24,53,0,3,468
1253,3702,33738,95,13,97,0,1,541
1254,5130,12940,68,7,36,0,3,268
1255,2483,50632,62,26,42,0,1,54
1256,6121,26787,77,7,50,0,5,369
1257,8044,44320,67,13,79,0,2,321
1258,10388,61222,89,20,55,0,2,392
1259,6288,67663,84,14,66,0,3,403
1260,6686,22244,84,6,59,0,9,114
1261,7540,50017,68,24,42,0,2,519
1262,8716,28743,112,9,13,0,3,537
1263,10382,32821,129,35,40,0,4,25
1264,2491,36631,62,30,77,0,1,67
1265,25830,73760,107,16,3,1,2,230
1266,5421,29981,71,4,9,0,3,340
1267,21172,88913,82,24,86,0,2,588
1268,2563,57905,69,11,60,0,1,331
1269,4863,89548,70,3,35,0,5,646
1270,5745,51335,71,17,88,0,9,171
1271,3873,28142,105,18,50,0,1,701
1272,7444,34248,114,21,41,0,4,863
1273,25807,71210,214,8,89,1,2,1027
1274,7957,51125,67,3,67,0,2,430
1275,18321,76726,65,27,26,0,2,10
1276,4105,39492,105,20,81,0,1,756
1277,8742,37224,74,8,23,0,2,355
1278,5392,38280,74,19,8,0,8,317
1279,12280,88340,102,16,1,0,2,489
1280,41787,46587,119,34,74,2,2,571
1281,7153,32238,91,15,80,0,4,439
1282,4118,69379,103,14,79,0,1,494
1283,7854,25378,66,22,32,1,2,419
1284,4330,60475,107,9,18,0,1,513
1285,4041,23818,104,6,1,1,1,499
1286,5741,45820,71,4,89,0,8,249
1287,3436,30817,88,25,43,0,1,91
1288,4883,40171,123,13,23,0,1,576
1289,2389,58652,64,14,75,5,1,307
1290,1898,39763,70,17,20,5,1,702
1291,12067,17886,116,14,35,0,2,1284
1292,5761,83392,71,30,80,0,3,125
1293,3893,26605,100,33,13,0,1,933
1294,2827,41685,79,30,25,0,1,568
1295,11700,41025,169,7,64,0,3,1312
1296,2620,24721,67,3,76,0,1,139
1297,2821,18959,81,21,78,0,1,583
1298,4949,61450,134,15,3,0,1,964
1299,5220,11744,69,23,13,0,7,331
1300,12282,36328,155,6,21,0,4,388
1301,4467,31347,64,10,34,0,4,307
1302,4108,49139,114,7,90,0,1,820
1303,2746,62913,74,5,75,0,1,355
1304,5003,41680,66,12,20,1,4,445
1305,4398,30600,62,6,62,0,3,382
1306,8139,82517,108,10,42,0,6,518
1307,7486,43744,113,33,18,0,4,813
1308,4823,58946,121,5,87,0,1,486
1309,22062,31820,225,26,53,0,2,1620
1310,9233,42600,115,10,78,0,3,660
1311,4929,25632,63,27,52,0,7,351
1312,4031,29335,117,2,41,0,1,842
1313,4786,45515,61,14,33,0,9,236
1314,5162,89692,74,33,92,0,4,582
1315,3288,91695,97,27,17,0,1,1026
1316,32104,89546,266,4,18,1,2,2452
1317,11747,58658,74,16,23,0,2,355
1318,5780,51066,74,23,0,0,8,787
1319,5639,24636,77,5,72,0,6,480
1320,6511,42602,85,7,75,3,3,63
1321,13094,88249,108,9,71,0,2,244
1322,7806,23706,68,1,56,1,2,326
1323,5943,62120,74,5,39,0,8,28
1324,7602,81718,105,2,84,0,5,914
1325,2086,25387,62,26,30,0,1,446
1326,7302,30492,61,32,68,0,2,171
1327,3399,28928,87,23,7,1,1,192
1328,4849,36413,61,21,76,0,3,153
1329,7173,75217,61,12,47,1,2,147
1330,4605,22571,63,29,51,0,9,302
1331,4250,56692,61,17,1,1,7,292
1332,13466,11432,119,11,9,0,2,571
1333,22103,62482,102,35,48,0,2,489
1334,11972,75592,186,0,67,2,5,1441
1335,7232,46621,61,20,31,0,2,30
1336,8193,54950,103,25,75,0,7,480
1337,2685,58166,67,3,19,0,1,91
1338,5504,20948,73,15,45,1,5,350
1339,8176,67137,111,0,49,5,6,314
1340,4130,28321,111,34,32,0,1,537
1341,6943,38741,76,4,43,5,2,547
1342,6272,76673,80,2,59,1,4,56
1343,43290,23203,132,22,71,0,2,1158
1344,4745,50549,61,2,73,0,7,292
1345,5584,19724,72,20,49,0,4,345
1346,23594,76358,66,25,3,0,2,86
1347,18680,74640,66,0,44,0,2,375
1348,5918,77521,73,6,66,0,3,350
1349,2913,76638,73,2,55,1,1,435
1350,4127,60279,119,20,89,3,1,856
1351,4666,60466,117,14,3,0,1,784
1352,3061,88362,78,8,63,0,1,452
1353,9591,61629,128,23,27,0,6,150
1354,13171,21513,119,21,81,1,2,679
1355,7600,34503,70,3,94,0,2,504
1356,5067,61067,64,20,0,1,3,86
1357,10498,30352,89,21,13,0,2,146
1358,12504,33746,106,29,23,0,2,508
1359,9135,95330,113,1,1,0,3,542
1360,3288,43865,97,27,17,0,1,1026
1361,27542,50494,114,19,15,0,2,491
1362,3683,12454,100,4,68,0,1,720
1363,2708,53807,68,25,69,0,1,63
1364,13220,29504,117,24,90,0,2,809
1365,13916,52423,119,2,80,1,2,571
1366,2248,24910,63,7,63,1,1,347
